cnpj;razao_social;data_autorizacao;prefixo;descricao_linha;tipo_veiculo;sentido;horario;segunda_feira;terca_feira;quarta_feira;quinta_feira;sexta_feira;sabado;domingo;janeiro;fevereiro;marco;abril;maio;junho;julho;agosto;setembro;outubro;novembro;dezembro
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0095-00;NITEROI(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;23:55;x;x;x;x;;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0095-31;NITEROI(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;23:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0095-31;NITEROI(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;23:55;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;ida;10:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;ida;23:20;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;ida;23:30;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;ida;23:50;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;volta;11:15;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;volta;20:00;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;volta;20:40;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0095-51;NITEROI(RJ) - SAO PAULO(SP);CAMA;volta;23:55;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0095-61;NITEROI(RJ) - SAO PAULO(SP);EXECUTIVO;ida;23:20;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0095-61;NITEROI(RJ) - SAO PAULO(SP);EXECUTIVO;ida;23:50;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0095-61;NITEROI(RJ) - SAO PAULO(SP);EXECUTIVO;volta;20:00;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0095-61;NITEROI(RJ) - SAO PAULO(SP);EXECUTIVO;volta;20:40;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0096-00;NOVA FRIBURGO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;21:40;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0096-00;NOVA FRIBURGO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;23:30;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;28/11/2018;07-0096-31;NOVA FRIBURGO(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;21:40;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;28/11/2018;07-0096-31;NOVA FRIBURGO(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;23:30;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0096-51;NOVA FRIBURGO(RJ) - SAO PAULO(SP);CAMA;ida;21:40;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0096-51;NOVA FRIBURGO(RJ) - SAO PAULO(SP);CAMA;volta;23:30;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0097-00;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CONVEN. C/ SANITÁRIO;ida;09:06;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0097-00;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CONVEN. C/ SANITÁRIO;volta;22:20;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0099-00;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CONVEN. C/ SANITÁRIO;ida;14:36;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0099-00;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);CONVEN. C/ SANITÁRIO;volta;13:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;06/02/2018;07-0099-61;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);EXECUTIVO;ida;08:06;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;06/02/2018;07-0099-61;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);EXECUTIVO;ida;23:09;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;06/02/2018;07-0099-61;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);EXECUTIVO;volta;09:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;06/02/2018;07-0099-61;RIO DE JANEIRO(RJ) - SAO JOSE DO CALCADO(ES);EXECUTIVO;volta;23:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0100-00;RIO DE JANEIRO(RJ) - TOMBOS(MG);CONVEN. C/ SANITÁRIO;ida;22:07;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0100-00;RIO DE JANEIRO(RJ) - TOMBOS(MG);CONVEN. C/ SANITÁRIO;volta;21:15;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;29/08/2018;07-0100-61;RIO DE JANEIRO(RJ) - TOMBOS(MG);EXECUTIVO;ida;22:07;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;29/08/2018;07-0100-61;RIO DE JANEIRO(RJ) - TOMBOS(MG);EXECUTIVO;volta;21:15;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0101-00;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;11:31;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0101-00;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;12:59;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0101-31;RIO DE JANEIRO(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;23:31;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0101-31;RIO DE JANEIRO(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;23:59;x;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0101-31;RIO DE JANEIRO(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;23:45;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0101-31;RIO DE JANEIRO(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;23:58;x;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0101-51;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CAMA;ida;11:31;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0101-51;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CAMA;ida;23:31;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0101-51;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CAMA;ida;23:59;x;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0101-51;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CAMA;volta;12:59;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0101-51;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CAMA;volta;23:45;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;23/10/2018;07-0101-51;RIO DE JANEIRO(RJ) - SAO PAULO(SP);CAMA;volta;23:58;x;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;29/08/2018;07-0101-61;RIO DE JANEIRO(RJ) - SAO PAULO(SP);EXECUTIVO;ida;15:31;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;29/08/2018;07-0101-61;RIO DE JANEIRO(RJ) - SAO PAULO(SP);EXECUTIVO;volta;16:30;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0102-00;RIO DE JANEIRO(RJ) - SAO BERNARDO DO CAMPO(SP);CONVEN. C/ SANITÁRIO;ida;22:55;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0102-00;RIO DE JANEIRO(RJ) - SAO BERNARDO DO CAMPO(SP);CONVEN. C/ SANITÁRIO;volta;22:00;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;12/08/2020;07-0102-51;RIO DE JANEIRO(RJ) - SAO BERNARDO DO CAMPO(SP);CAMA;ida;22:55;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;12/08/2020;07-0102-51;RIO DE JANEIRO(RJ) - SAO BERNARDO DO CAMPO(SP);CAMA;volta;22:00;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0103-00;RIO DE JANEIRO(RJ) - OSASCO(SP);CONVEN. C/ SANITÁRIO;ida;20:45;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0103-00;RIO DE JANEIRO(RJ) - OSASCO(SP);CONVEN. C/ SANITÁRIO;volta;19:50;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;28/07/2020;07-0103-51;RIO DE JANEIRO(RJ) - OSASCO(SP);CAMA;ida;20:45;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;28/07/2020;07-0103-51;RIO DE JANEIRO(RJ) - OSASCO(SP);CAMA;volta;19:50;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0105-00;DUQUE DE CAXIAS(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;ida;11:40;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0105-00;DUQUE DE CAXIAS(RJ) - SAO PAULO(SP);CONVEN. C/ SANITÁRIO;volta;12:00;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;12/08/2020;07-0105-31;DUQUE DE CAXIAS(RJ) - SAO PAULO(SP);SEMI-LEITO;ida;11:40;x;x;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;12/08/2020;07-0105-31;DUQUE DE CAXIAS(RJ) - SAO PAULO(SP);SEMI-LEITO;volta;12:00;x;x;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;24/12/2019;07-0105-51;DUQUE DE CAXIAS(RJ) - SAO PAULO(SP);CAMA;ida;11:40;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;24/12/2019;07-0105-51;DUQUE DE CAXIAS(RJ) - SAO PAULO(SP);CAMA;volta;12:00;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;06/02/2018;07-0105-61;DUQUE DE CAXIAS(RJ) - SAO PAULO(SP);EXECUTIVO;ida;08:40;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;06/02/2018;07-0105-61;DUQUE DE CAXIAS(RJ) - SAO PAULO(SP);EXECUTIVO;volta;11:50;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0116-60;RIO DE JANEIRO(RJ) - OSASCO(SP);EXECUTIVO;ida;23:25;;;;;x;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;07-0116-60;RIO DE JANEIRO(RJ) - OSASCO(SP);EXECUTIVO;volta;22:40;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0079-00;SAO PAULO(SP) - FLORIANOPOLIS(SC);CONVEN. C/ SANITÁRIO;ida;07:35;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0079-00;SAO PAULO(SP) - FLORIANOPOLIS(SC);CONVEN. C/ SANITÁRIO;volta;08:45;;;x;;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/02/2020;08-0079-51;SAO PAULO(SP) - FLORIANOPOLIS(SC);CAMA;ida;07:35;;;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/02/2020;08-0079-51;SAO PAULO(SP) - FLORIANOPOLIS(SC);CAMA;volta;08:45;;;x;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;27/01/2018;08-0079-61;SAO PAULO(SP) - FLORIANOPOLIS(SC);EXECUTIVO;ida;07:35;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;27/01/2018;08-0079-61;SAO PAULO(SP) - FLORIANOPOLIS(SC);EXECUTIVO;volta;08:45;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-00;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITÁRIO;ida;07:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-00;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITÁRIO;volta;07:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-31;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SEMI-LEITO;ida;15:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-31;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SEMI-LEITO;ida;17:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-31;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SEMI-LEITO;ida;23:59;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-31;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SEMI-LEITO;volta;15:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-31;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SEMI-LEITO;volta;17:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-31;SAO PAULO(SP) - RIO DE JANEIRO(RJ);SEMI-LEITO;volta;23:59;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;ida;01:00;x;;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;ida;07:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;ida;15:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;ida;17:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;ida;20:45;x;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;ida;23:59;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;volta;01:00;x;;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;volta;07:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;volta;15:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;volta;17:00;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;volta;20:45;x;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/01/2020;08-0080-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;volta;23:59;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-61;SAO PAULO(SP) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;01:00;x;;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-61;SAO PAULO(SP) - RIO DE JANEIRO(RJ);EXECUTIVO;ida;20:45;x;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-61;SAO PAULO(SP) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;01:00;x;;;;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0080-61;SAO PAULO(SP) - RIO DE JANEIRO(RJ);EXECUTIVO;volta;20:45;x;;;x;;;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0082-00;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITÁRIO;ida;12:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;08-0082-00;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITÁRIO;volta;11:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;12/08/2020;08-0082-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;ida;12:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;12/08/2020;08-0082-51;SAO PAULO(SP) - RIO DE JANEIRO(RJ);CAMA;volta;11:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;16-0070-30;FLORIANOPOLIS(SC) - SAO PAULO(SP);SEMI-LEITO;ida;22:15;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;16-0070-30;FLORIANOPOLIS(SC) - SAO PAULO(SP);SEMI-LEITO;volta;17:50;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/02/2020;16-0070-51;FLORIANOPOLIS(SC) - SAO PAULO(SP);CAMA;ida;22:15;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;21/02/2020;16-0070-51;FLORIANOPOLIS(SC) - SAO PAULO(SP);CAMA;volta;17:50;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;17-0106-00;SAO JOSE DO CALCADO(ES) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITÁRIO;ida;22:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
30.069.314/0001-01;AUTO VIAÇÃO 1001 LTDA.;08/07/2016;17-0106-00;SAO JOSE DO CALCADO(ES) - RIO DE JANEIRO(RJ);CONVEN. C/ SANITÁRIO;volta;18:08;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
45.605.755/0001-58;AUTO VIAÇÃO BRAGANÇA LTDA.;01/01/2016;08-0040-00;SAO PAULO(SP) - VARGINHA(MG);CONVEN. C/ SANITÁRIO;ida;08:00;;;;;;x;;x;x;x;x;x;x;x;x;x;x;x;x
45.605.755/0001-58;AUTO VIAÇÃO BRAGANÇA LTDA.;01/01/2016;08-0040-00;SAO PAULO(SP) - VARGINHA(MG);CONVEN. C/ SANITÁRIO;volta;16:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
45.605.755/0001-58;AUTO VIAÇÃO BRAGANÇA LTDA.;17/12/2018;08-0040-61;SAO PAULO(SP) - VARGINHA(MG);EXECUTIVO;ida;07:00;x;x;x;x;x;x;;x;x;x;x;x;x;x;x;x;x;x;x
45.605.755/0001-58;AUTO VIAÇÃO BRAGANÇA LTDA.;17/12/2018;08-0040-61;SAO PAULO(SP) - VARGINHA(MG);EXECUTIVO;ida;08:00;;;;;;;x;x;x;x;x;x;x;x;x;x;x;x;x
